SERIALNO,SPORDER,PWGTP,SEX,RAC1P,AGEP,COW,JWMNP,JWRIP,JWTR,MAR,SCHG,SCHL
2.02E+12,2,49,2,1,67,,,,,1,,21
2.02E+12,1,15,1,1,66,1,40,1,1,1,,24
2.02E+12,2,17,2,1,71,,,,,1,,22
2.02E+12,1,24,2,1,69,2,5,,10,1,,24
2.02E+12,2,27,1,1,75,1,30,,10,1,,24
2.02E+12,1,28,2,1,44,1,20,,4,5,,21
2.02E+12,1,68,1,1,61,6,,,,5,,19
2.02E+12,1,27,2,6,26,1,30,,12,5,,21
2.02E+12,1,27,2,1,71,1,40,,4,1,16,24
2.02E+12,2,24,1,1,73,7,,,11,1,16,24
2.02E+12,3,41,1,1,41,7,60,,4,5,,23
2.02E+12,1,30,1,1,84,1,,,,1,,23
2.02E+12,2,28,2,1,79,1,45,1,1,1,15,21
2.02E+12,1,70,1,1,41,1,15,,4,5,,19
2.02E+12,1,31,1,1,43,1,5,,10,5,,24
2.02E+12,1,24,2,1,31,2,15,,10,1,,24
2.02E+12,2,27,1,1,30,1,30,,10,1,,22
2.02E+12,1,21,1,1,26,1,20,,4,1,16,21
2.02E+12,2,21,2,1,25,1,30,,4,1,,21
2.02E+12,1,29,2,1,54,7,,,11,5,,21
2.02E+12,1,7,1,1,67,2,,,11,5,,22
2.02E+12,1,32,2,2,62,1,60,,5,3,,16
2.02E+12,2,75,2,6,35,3,30,,4,1,,22
2.02E+12,1,44,1,6,38,2,40,,4,1,,24
2.02E+12,1,22,2,1,25,2,,,11,5,16,21
2.02E+12,2,42,1,1,26,1,30,,4,5,,21
2.02E+12,3,33,2,1,25,1,20,,4,5,16,21
2.02E+12,1,24,1,1,66,1,,,,1,,22
2.02E+12,2,25,2,1,62,6,30,,4,1,,24
2.02E+12,1,51,1,1,81,6,45,1,1,1,,21
2.02E+12,2,47,2,1,75,,,,,1,,16
2.02E+12,1,16,2,1,19,,,,,5,15,16
2.02E+12,1,74,1,1,74,,,,,1,,21
2.02E+12,2,86,2,1,70,,,,,1,,19
2.02E+12,1,100,1,6,41,1,60,,4,5,,22
2.02E+12,1,19,2,1,27,1,35,,4,5,,21
2.02E+12,1,24,2,1,35,1,5,,10,1,,24
2.02E+12,2,24,1,1,37,1,60,,4,1,,23
2.02E+12,3,23,1,1,5,,,,,5,1,2
2.02E+12,4,25,2,1,2,,,,,5,,
2.02E+12,1,23,1,1,66,1,35,,2,3,,20
2.02E+12,2,43,2,6,52,3,20,,2,3,,21
2.02E+12,3,37,2,9,26,6,35,,4,5,16,21
2.02E+12,1,31,1,1,49,1,30,,4,1,,22
2.02E+12,2,29,2,1,50,,,,,1,,22
2.02E+12,3,27,1,1,14,,,,,5,10,11
2.02E+12,1,77,1,1,56,7,20,,7,3,,21
2.02E+12,2,126,1,1,16,2,,,,5,12,12
2.02E+12,3,85,2,1,51,1,5,,10,3,,21
2.02E+12,1,34,2,1,26,1,20,,4,5,,21
2.02E+12,1,26,2,1,81,,,,,2,,21
2.02E+12,1,27,2,1,59,,,,,5,,16
2.02E+12,1,88,1,1,48,1,15,,7,1,,23
2.02E+12,2,83,2,1,42,,,,,1,,22
2.02E+12,3,78,1,1,10,,,,,5,7,7
2.02E+12,4,77,1,1,8,,,,,5,5,5
2.02E+12,5,90,1,1,0,,,,,5,,
2.02E+12,1,26,2,1,68,1,,,,1,,22
2.02E+12,2,30,1,1,78,1,,,,1,,21
2.02E+12,1,13,1,2,59,,,,,1,,13
2.02E+12,1,54,1,1,27,1,4,,10,5,,21
2.02E+12,2,82,2,1,25,1,30,,4,5,,21
2.02E+12,3,58,2,1,24,1,7,,9,5,,21
2.02E+12,1,62,2,1,33,1,,,11,3,,22
2.02E+12,1,25,1,1,64,1,20,,7,1,,22
2.02E+12,2,26,2,1,58,2,,,,1,,22
2.02E+12,1,71,1,6,83,,,,,2,,23
2.02E+12,1,68,2,1,30,1,,,,1,,22
2.02E+12,2,97,1,6,27,2,57,,4,1,,21
2.02E+12,3,92,2,1,1,,,,,5,,
2.02E+12,1,21,2,1,29,2,30,,4,5,,22
2.02E+12,1,26,1,1,32,1,,,11,5,,22
2.02E+12,1,81,2,1,72,1,,,,2,,19
2.02E+12,1,21,2,1,70,,,,,1,,16
2.02E+12,2,20,1,1,71,,,,,1,,19
2.02E+12,1,47,2,1,84,,,,,2,15,21
2.02E+12,1,31,2,1,26,2,10,,10,5,,21
2.02E+12,2,48,2,1,26,1,30,,10,5,,22
2.02E+12,1,23,2,1,59,1,45,,2,1,,22
2.02E+12,2,24,1,1,59,,,,,1,,16
2.02E+12,1,20,1,1,52,1,25,,4,1,16,23
2.02E+12,2,15,2,1,51,6,,,11,1,15,21
2.02E+12,3,13,2,1,18,,,,,5,15,16
2.02E+12,1,15,2,6,43,1,30,,4,1,,23
2.02E+12,2,15,1,6,44,1,45,,4,1,,23
2.02E+12,3,22,1,6,9,,,,,5,6,7
2.02E+12,4,21,1,6,7,,,,,5,3,4
2.02E+12,1,24,2,1,22,1,20,,2,5,,21
2.02E+12,2,35,2,1,22,1,20,,2,5,,21
2.02E+12,1,39,2,1,68,1,,,,5,,18
2.02E+12,1,28,2,6,48,6,30,,4,5,,22
2.02E+12,1,37,2,1,32,1,45,,4,5,,21
2.02E+12,2,23,1,1,32,5,45,,4,5,,23
2.02E+12,1,26,1,1,34,1,30,,10,5,16,21
2.02E+12,2,35,1,1,25,1,30,,10,5,16,23
2.02E+12,1,10,1,1,47,1,,,,1,,22
2.02E+12,2,10,2,1,46,6,,,11,1,,21
2.02E+12,1,17,2,1,17,1,30,,4,5,,14
2.02E+12,1,76,1,6,36,1,25,,12,3,,3
2.02E+12,1,74,1,1,65,4,60,,4,5,,23
2.02E+12,1,27,2,1,66,3,90,,4,3,,20
2.02E+12,1,42,1,1,74,1,,,11,1,,21
2.02E+12,2,47,2,1,74,1,20,,10,1,,21
2.02E+12,1,16,1,1,58,1,20,,7,1,,22
2.02E+12,2,18,2,1,53,2,,,,1,,22
2.02E+12,3,15,2,1,16,,,,,5,12,13
2.02E+12,1,32,2,1,59,,,,,5,,16
2.02E+12,1,28,1,1,80,,,,,1,,23
2.02E+12,2,26,2,1,75,,,,,1,,21
2.02E+12,1,22,2,1,54,1,45,,4,5,,21
2.02E+12,1,22,1,1,68,6,30,,2,1,,23
2.02E+12,2,22,2,1,64,1,30,,2,1,,22
2.02E+12,1,11,2,9,33,4,35,,4,1,,24
2.02E+12,2,9,2,1,38,4,30,,4,1,,24
2.02E+12,1,31,2,1,38,1,30,1,1,1,,22
2.02E+12,2,30,1,1,39,7,,,11,1,,22
2.02E+12,3,29,1,1,7,,,,,5,3,3
2.02E+12,4,34,1,1,4,,,,,5,1,1
2.02E+12,1,94,2,1,71,6,,,,5,,16
2.02E+12,2,133,1,1,64,,,,,5,,21
2.02E+12,1,18,2,6,47,,,,,1,,22
2.02E+12,2,16,1,1,50,1,30,,7,1,,22
2.02E+12,3,24,2,1,8,,,,,5,4,4
2.02E+12,4,28,2,1,4,,,,,5,1,2
2.02E+12,5,23,2,1,54,1,,,11,2,,16
2.02E+12,1,215,1,6,30,1,30,,4,5,,22
2.02E+12,1,14,2,1,78,,,,,5,,21
2.02E+12,1,22,2,1,27,1,20,,4,5,,21
2.02E+12,1,236,1,1,42,1,15,,10,1,,19
2.02E+12,2,263,2,6,42,1,,,,1,,20
2.02E+12,3,188,2,9,8,,,,,5,5,5
2.02E+12,1,30,1,1,81,,,,,1,,19
2.02E+12,2,28,2,1,75,,,,,1,,22
2.02E+12,1,4,2,1,27,,,,,5,,11
2.02E+12,1,19,2,1,32,1,30,,4,1,,23
2.02E+12,2,21,1,1,32,1,20,,4,1,,22
2.02E+12,1,18,1,1,69,,,,,5,,1
2.02E+12,1,14,2,1,60,7,,,11,1,,22
2.02E+12,2,13,1,1,61,6,40,,4,1,,23
2.02E+12,1,16,1,1,19,,,,,5,15,18
